Name,Date,Location/City,State,Category,Distance,Website/Reg Link,Contact Email,Summary
Garden State 10,3/29/2020,Somerset,New Jersey,running,5km,https://runsignup.com/Race/NJ/Somerset/gs10,registration@gardenstate10.org,"Welcome the arrival of spring with the 4th annual Garden State 10, the fastest 10 miler in the tri-state area. If you're up for something shorter, jump in the 5k at 8:45 am. If you're ready for the 10 miler, the main event goes off at 9:30.  Do it solo or with a partner!  Or, if you're really ambitious, run both races and complete the Half Marathon Challenge and collect two finisher medals! Either way, you'll be supporting the Nick Magos Cancer Callout, a non-profit that supports cancer victims of the Somerset County SWAT Team."
Garden State 10,3/29/2020,Somerset,New Jersey,running,10mi,https://runsignup.com/Race/NJ/Somerset/gs10,registration@gardenstate10.org,"Welcome the arrival of spring with the 4th annual Garden State 10, the fastest 10 miler in the tri-state area. If you're up for something shorter, jump in the 5k at 8:45 am. If you're ready for the 10 miler, the main event goes off at 9:30.  Do it solo or with a partner!  Or, if you're really ambitious, run both races and complete the Half Marathon Challenge and collect two finisher medals! Either way, you'll be supporting the Nick Magos Cancer Callout, a non-profit that supports cancer victims of the Somerset County SWAT Team."
Garden State 10,3/29/2020,Somerset,New Jersey,running,1mi,https://runsignup.com/Race/NJ/Somerset/gs10,registration@gardenstate10.org,"Welcome the arrival of spring with the 4th annual Garden State 10, the fastest 10 miler in the tri-state area. If you're up for something shorter, jump in the 5k at 8:45 am. If you're ready for the 10 miler, the main event goes off at 9:30.  Do it solo or with a partner!  Or, if you're really ambitious, run both races and complete the Half Marathon Challenge and collect two finisher medals! Either way, you'll be supporting the Nick Magos Cancer Callout, a non-profit that supports cancer victims of the Somerset County SWAT Team."
Garden State 10,3/29/2020,Somerset,New Jersey,running,13.1mi,https://runsignup.com/Race/NJ/Somerset/gs10,registration@gardenstate10.org,"Welcome the arrival of spring with the 4th annual Garden State 10, the fastest 10 miler in the tri-state area. If you're up for something shorter, jump in the 5k at 8:45 am. If you're ready for the 10 miler, the main event goes off at 9:30.  Do it solo or with a partner!  Or, if you're really ambitious, run both races and complete the Half Marathon Challenge and collect two finisher medals! Either way, you'll be supporting the Nick Magos Cancer Callout, a non-profit that supports cancer victims of the Somerset County SWAT Team."
Tracks for South 5K,3/29/2020,Lambertville,New Jersey,running,5km,https://runsignup.com/Race/NJ/Lambertville/TracksforSouth5K,,"The 5th Annual Tracks for South 5K Run and 1 mile Fitness Walk in West Amwell, NJ will be held on Sunday March 29, 2020 to raise funds and support for the South Hunterdon Regional High School and Middle School Track and Cross Country Programs. Despite not actually having a track, the SHRHS Track and Field Team has high rates of participation and has sent athletes to the state finals and even to the meet of champions each year since the program began in 2012. The XC teams have been similarly successful! Race funds will be used to purchase much-needed track and field equipment and to support the teams in their pursuit of excellence!"
Tracks for South 2K,3/29/2020,Lambertville,New Jersey,running,2km,https://runsignup.com/Race/NJ/Lambertville/TracksforSouth5K,,"The 5th Annual Tracks for South 5K Run and 1 mile Fitness Walk in West Amwell, NJ will be held on Sunday March 29, 2020 to raise funds and support for the South Hunterdon Regional High School and Middle School Track and Cross Country Programs. Despite not actually having a track, the SHRHS Track and Field Team has high rates of participation and has sent athletes to the state finals and even to the meet of champions each year since the program began in 2012. The XC teams have been similarly successful! Race funds will be used to purchase much-needed track and field equipment and to support the teams in their pursuit of excellence!"
Colonia 5K Classic,4/4/2020,Colonia,New Jersey,running,5km,https://runsignup.com/Race/NJ/Colonia/TheColonia5KClassic,,Please join us at 8:30 am for Christ Jantas Fun Run and 9:00am for The Colonia 5K Classic presented by St. John Vianney.
Delaware and Raritan Canal parkrun,4/4/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Hops Trot 5K,4/4/2020,Atlantic City,New Jersey,running,5km,https://runsignup.com/Race/NJ/AtlanticCity/HopsTrot5K,info@delmosports.com,Beer + Run = Fun
Lost Brook Trail Race,4/4/2020,Tenafly,New Jersey,running,5mi,https://www.tenaflynaturecenter.org/Race-Info,,"Discover the natural terrain of the Lost Brook Preserve. Experience sections of the trail as you navigate over roots, rocks, and streams through Tenafly Nature Center's nearly 400 acres of wetlands and hardwood forest. "
Lost Brook Trail Race,4/4/2020,Tenafly,New Jersey,running,10mi,https://www.tenaflynaturecenter.org/Race-Info,,"Discover the natural terrain of the Lost Brook Preserve. Experience sections of the trail as you navigate over roots, rocks, and streams through Tenafly Nature Center's nearly 400 acres of wetlands and hardwood forest. "
NJ Ultra Festival,4/4/2020,Blairstown,New Jersey,running,100mi,https://runsignup.com/Race/NJ/Blairstown/NJUltraFestival,njtrailseries@gmail.com,"The Ultra Festival will take place on April 4-5, 2020 at the Princeton Blairstown Center in Hardwick NJ 158 Millbrook Rd, Hardwick, NJ 07825"
NJ Ultra Festival,4/4/2020,Blairstown,New Jersey,running,100km,https://runsignup.com/Race/NJ/Blairstown/NJUltraFestival,njtrailseries@gmail.com,"The Ultra Festival will take place on April 4-5, 2020 at the Princeton Blairstown Center in Hardwick NJ 158 Millbrook Rd, Hardwick, NJ 07825"
NJ Ultra Festival,4/4/2020,Blairstown,New Jersey,running,50mi,https://runsignup.com/Race/NJ/Blairstown/NJUltraFestival,njtrailseries@gmail.com,"The Ultra Festival will take place on April 4-5, 2020 at the Princeton Blairstown Center in Hardwick NJ 158 Millbrook Rd, Hardwick, NJ 07825"
NJ Ultra Festival,4/4/2020,Blairstown,New Jersey,running,50km,https://runsignup.com/Race/NJ/Blairstown/NJUltraFestival,njtrailseries@gmail.com,"The Ultra Festival will take place on April 4-5, 2020 at the Princeton Blairstown Center in Hardwick NJ 158 Millbrook Rd, Hardwick, NJ 07825"
NJ Ultra Festival,4/4/2020,Blairstown,New Jersey,running,13.1mi,https://runsignup.com/Race/NJ/Blairstown/NJUltraFestival,njtrailseries@gmail.com,"The Ultra Festival will take place on April 4-5, 2020 at the Princeton Blairstown Center in Hardwick NJ 158 Millbrook Rd, Hardwick, NJ 07825"
NJ Ultra Festival,4/4/2020,Blairstown,New Jersey,running,26.2mi,https://runsignup.com/Race/NJ/Blairstown/NJUltraFestival,njtrailseries@gmail.com,"The Ultra Festival will take place on April 4-5, 2020 at the Princeton Blairstown Center in Hardwick NJ 158 Millbrook Rd, Hardwick, NJ 07825"
RunAPalooza - Asbury Park Half Marathon - 5K,4/4/2020,Asbury Park,New Jersey,running,5km,https://runsignup.com/Race/NJ/AsburyPark/JSRCRunAPalooza,,"Run The Jersey Shore on April 4, 2020 to benefit Special Olympics of New Jersey and the Jersey Shore Dream Center. The Asbury Park Half Marathon and Jersey Shore 5K will start at 8:30 am on Ocean Avenue in front of Convention Hall in Asbury Park. The Jersey Shore Relay will have a staggered start in Seaside Heights."
RunAPalooza - Asbury Park Half Marathon,4/4/2020,Asbury Park,New Jersey,running,13.1mi,https://runsignup.com/Race/NJ/AsburyPark/JSRCRunAPalooza,,"Run The Jersey Shore on April 4, 2020 to benefit Special Olympics of New Jersey and the Jersey Shore Dream Center. The Asbury Park Half Marathon and Jersey Shore 5K will start at 8:30 am on Ocean Avenue in front of Convention Hall in Asbury Park. The Jersey Shore Relay will have a staggered start in Seaside Heights."
Seany Shoe Hands 5K,4/4/2020,Hammonton,New Jersey,running,5km,https://runsignup.com/Race/NJ/Hammonton/SeanyShoeHandsCosplay5Kand1MileHeroWalkforAutism,,RUN…WALK…HAVE FUN…BE HEROIC! Proceeds go to The Arc Gloucester Camp Sun ‘N Fun for children with autism and cognitive disabilities.
Seany Shoe Hands 1mi,4/4/2020,Hammonton,New Jersey,running,1mi,https://runsignup.com/Race/NJ/Hammonton/SeanyShoeHandsCosplay5Kand1MileHeroWalkforAutism,,RUN…WALK…HAVE FUN…BE HEROIC! Proceeds go to The Arc Gloucester Camp Sun ‘N Fun for children with autism and cognitive disabilities.
Veterans Haven 5K,4/4/2020,Hoddonfield,New Jersey,running,5km,https://runsignup.com/Race/NJ/Haddonfield/VeteransHaven5KRunand1MileWalk,,This is the 6th Annual Veterans Haven 5K run and 1 Mile Walk sponsored by local American Legion Posts. The race will begin at Christ the King School in Haddonfield and continue through the Camden County park system adjacent to the historic Cooper River. Please join us and help us to honor our Veterans who have given so much for our country.
Veterans Haven 1mi,4/4/2020,Hoddonfield,New Jersey,running,1mi,https://runsignup.com/Race/NJ/Haddonfield/VeteransHaven5KRunand1MileWalk,,This is the 6th Annual Veterans Haven 5K run and 1 Mile Walk sponsored by local American Legion Posts. The race will begin at Christ the King School in Haddonfield and continue through the Camden County park system adjacent to the historic Cooper River. Please join us and help us to honor our Veterans who have given so much for our country.
John Gentile Memorial Scholarship 5K,4/5/2020,Sewell,New Jersey,running,5km,https://runsignup.com/Race/NJ/Sewell/JohnGentileMemorialScholarship5KRunWalk,,"Benefiting the WTYTF High School Scholarship Fund and the Gentile Family Scholarship Fund This is our 8th annual scholarship 5K. We have been able to provide many scholarships to graduating seniors to further their education. In memory of our long time colleague and friend, we are going to put a portion of the proceeds into the Gentile Family Scholarship fund to support John's children."
Speak 5K,4/5/2020,Bridgewater,New Jersey,running,5km,https://runsignup.com/Race/NJ/Bridgewater/SPEAK5KRunWalk,kcantwell@safe-sound.org,"SPEAK™ 5K is an annual run/walk hosted by Safe+Sound Somerset, the lead domestic violence agency in Somerset County, NJ. SPEAK™ 5K is organized and led by Somerset County teenagers who strive to raise awareness about teen dating abuse and healthy relationships throughout their lives. Funds raised will benefit Safe+Sound Somerset's programs that empower adult and child survivors of intimate partner violence and domestic abuse. Join us as we race together to end domestic abuse, once and for all."
Star of Hope Half Marathon - 5K,4/5/2020,Robbinsville,New Jersey,running,5km,https://runsignup.com/starofhopehalfmarathon,,"Thea’s Star of Hope was founded in 2011 with a mission to bring hope to kids with brain tumors by funding research to Improve treatments and provide support for families of kids with brain tumors so that they can live and not just survive. Two thirds of kids with cancer suffer life-long effects from the treatments used to save their lives. Organ damage, endocrine issues, neurological and cognitive impairment are just a few common “late effects.” Surgery, radiation and chemotheraphy–current standards of care–must be improved upon if this is to change. Thea’s Star of Hope is a registered 501(c)(3) non-profit. We are a Guidestar Silver-rated volunteer organization that directs more than eighty percent of our funds toward pediatric brain tumor programs and research. ALL PROCEEDS WILL BENEFIT PEDIATRIC BRAIN TUMOR RESEARCH AT THE CHILDREN'S HOSPITAL OF PHILADELPHIA. "
Star of Hope Half Marathon,4/5/2020,Robbinsville,New Jersey,running,13.1mi,https://runsignup.com/starofhopehalfmarathon,,"Thea’s Star of Hope was founded in 2011 with a mission to bring hope to kids with brain tumors by funding research to Improve treatments and provide support for families of kids with brain tumors so that they can live and not just survive. Two thirds of kids with cancer suffer life-long effects from the treatments used to save their lives. Organ damage, endocrine issues, neurological and cognitive impairment are just a few common “late effects.” Surgery, radiation and chemotheraphy–current standards of care–must be improved upon if this is to change. Thea’s Star of Hope is a registered 501(c)(3) non-profit. We are a Guidestar Silver-rated volunteer organization that directs more than eighty percent of our funds toward pediatric brain tumor programs and research. ALL PROCEEDS WILL BENEFIT PEDIATRIC BRAIN TUMOR RESEARCH AT THE CHILDREN'S HOSPITAL OF PHILADELPHIA. "
Delaware and Raritan Canal parkrun,4/11/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Last Squatch Standing,4/11/2020,West Orange,New Jersey,running,Last Man Standing,https://ultrasignup.com/register.aspx?did=70615,,"Do you wish loop races could be more like a roller derby? Do you dream about clotheslining your competition on a single-track trail when you want to pass? Thought about tripping another runner so you could finish ahead of them? If you've ever had any of those thoughts, you'll need to practice your deep-breathing and consider carrying a stress-ball in your hydration pack because our insurance policy doesn't cover tackling, foul-play or booby-traps! Join us on Saturday April 11, 2020 to test your speed, endurance and mental toughness as you race to be crowned THE LAST SQUATCH STANDING!"
Ship Bottom Sprint for Life 5K,4/11/2020,Ship Bottom,New Jersey,running,5km,https://www.raceforum.com/ship,,In Loving Memory of Vito “Vic” Pennisi Benefiting THE LEUKEMIA & LYMPHOMA SOCIETY
MudHen Brewing Co. Race Series,4/17/2020,Wildwood,New Jersey,running,5km,https://runsignup.com/Race/NJ/Wildwood/MudHenBrewingCoRaceSeries,info@delmosports.com,"Combining WORLD CLASS running (DelMoSports) and WORLD CLASS beer (MudHen Brewing Co.), you get the MudHen Brewing Co. Race Series Presented by Inspira Health. This event features a FLAT and FAST, course with outstanding views and tons of volunteers! We know you can run anywhere but where else can you get world class beer and a world class running race ‘down the Shore?"
MudHen Brewing Co. Race Series,4/17/2020,Wildwood,New Jersey,running,5mi,https://runsignup.com/Race/NJ/Wildwood/MudHenBrewingCoRaceSeries,info@delmosports.com,"Combining WORLD CLASS running (DelMoSports) and WORLD CLASS beer (MudHen Brewing Co.), you get the MudHen Brewing Co. Race Series Presented by Inspira Health. This event features a FLAT and FAST, course with outstanding views and tons of volunteers! We know you can run anywhere but where else can you get world class beer and a world class running race ‘down the Shore?"
MudHen Brewing Co. Race Series,4/17/2020,Wildwood,New Jersey,running,10mi,https://runsignup.com/Race/NJ/Wildwood/MudHenBrewingCoRaceSeries,info@delmosports.com,"Combining WORLD CLASS running (DelMoSports) and WORLD CLASS beer (MudHen Brewing Co.), you get the MudHen Brewing Co. Race Series Presented by Inspira Health. This event features a FLAT and FAST, course with outstanding views and tons of volunteers! We know you can run anywhere but where else can you get world class beer and a world class running race ‘down the Shore?"
Coffee Run,4/18/2020,West Deptford,New Jersey,running,5km,https://runsignup.com/Race/NJ/WestDeptford/CoffeeRun5k,,"Join us for a 5k run or a 1 mile fun walk at RiverWinds Community Complex in West Deptford, NJ. THESE EVENTS ARE RAIN OR SHINE!"
Coffee Run,4/18/2020,West Deptford,New Jersey,running,1mi,https://runsignup.com/Race/NJ/WestDeptford/CoffeeRun5k,,"Join us for a 5k run or a 1 mile fun walk at RiverWinds Community Complex in West Deptford, NJ. THESE EVENTS ARE RAIN OR SHINE!"
Delaware and Raritan Canal parkrun,4/18/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Earth Day 5K,4/18/2020,Cape May Court House,New Jersey,running,5km,https://runsignup.com/Race/NJ/CapeMayCourtHouse/5KEarthDayRace,,"The Annual Cape May County Earth Day Fair is more than just a day in the park. The Cape May County Board of Chosen Freeholders has planned a long list of eco-friendly events for the celebration to be held at the Cape May County Park and Zoo. Set for Saturday, April 20 from 8:30 a.m. to 4 p.m., the day will start off with a bang with a 5K Earth Day Race and 1 Mile Fun Run. The pre-registration donation of $20, or $25 the day of the race. T-shirts will also be handed out to the first 150 participants. This event benefit the Cape May County Park and Zoo Trust Fund."
Earth Day 5K,4/18/2020,Cape May Court House,New Jersey,running,1mi,https://runsignup.com/Race/NJ/CapeMayCourtHouse/5KEarthDayRace,,"The Annual Cape May County Earth Day Fair is more than just a day in the park. The Cape May County Board of Chosen Freeholders has planned a long list of eco-friendly events for the celebration to be held at the Cape May County Park and Zoo. Set for Saturday, April 20 from 8:30 a.m. to 4 p.m., the day will start off with a bang with a 5K Earth Day Race and 1 Mile Fun Run. The pre-registration donation of $20, or $25 the day of the race. T-shirts will also be handed out to the first 150 participants. This event benefit the Cape May County Park and Zoo Trust Fund."
Eats N' Beats 5K,4/18/2020,Roebling,New Jersey,running,5km,https://runsignup.com/Race/NJ/Roebling/EatsNBeats5K,mdaeatsnbeats5k@gmail.com,"Come out and join us for our Second Annual Eats N’ Beats 5K a mostly flat and fast course through beautiful historic Roebling, NJ with gorgeous views of the Delaware River.  After the race join us at the Third Annual Eats N’ Beats Food Truck and Music Festival where we will celebrate our fitness victory with a post-race brew and snacks!"
Institute Woods 6K,4/18/2020,Princeton,New Jersey,running,6km,https://www.active.com/princeton-nj/running/distance-running-races/ias-woods-run-2020,iaswoods@princetonac.org,Come on out for a 6K at the beautiful Institute Woods.
Lobster Run,4/18/2020,Asbury Park,New Jersey,running,5km,https://raceforum.com/lobster,,The 4th Annual Lobster Run
MudHen Brewing Co. Race Series,4/18/2020,Wildwood,New Jersey,running,5km,https://runsignup.com/Race/NJ/Wildwood/MudHenBrewingCoRaceSeries,info@delmosports.com,"Combining WORLD CLASS running (DelMoSports) and WORLD CLASS beer (MudHen Brewing Co.), you get the MudHen Brewing Co. Race Series Presented by Inspira Health. This event features a FLAT and FAST, course with outstanding views and tons of volunteers! We know you can run anywhere but where else can you get world class beer and a world class running race ‘down the Shore?"
MudHen Brewing Co. Race Series,4/18/2020,Wildwood,New Jersey,running,5mi,https://runsignup.com/Race/NJ/Wildwood/MudHenBrewingCoRaceSeries,info@delmosports.com,"Combining WORLD CLASS running (DelMoSports) and WORLD CLASS beer (MudHen Brewing Co.), you get the MudHen Brewing Co. Race Series Presented by Inspira Health. This event features a FLAT and FAST, course with outstanding views and tons of volunteers! We know you can run anywhere but where else can you get world class beer and a world class running race ‘down the Shore?"
MudHen Brewing Co. Race Series,4/18/2020,Wildwood,New Jersey,running,10mi,https://runsignup.com/Race/NJ/Wildwood/MudHenBrewingCoRaceSeries,info@delmosports.com,"Combining WORLD CLASS running (DelMoSports) and WORLD CLASS beer (MudHen Brewing Co.), you get the MudHen Brewing Co. Race Series Presented by Inspira Health. This event features a FLAT and FAST, course with outstanding views and tons of volunteers! We know you can run anywhere but where else can you get world class beer and a world class running race ‘down the Shore?"
KEA Pot of Gold 5K,4/19/2020,Kinnelon,New Jersey,running,5km,https://runsignup.com/Race/NJ/Kinnelon/KinnelonEducationAssociationPotofGoldScholarship5KRun,vandersluysa@kinnelon.org,The 9th Annual KEA Pot of Gold 5K is being run in support of Kinnelon Education. The proceeds collected will benefit high school seniors involved in community service through KEA scholarships. Be sure to come out in your best green attire (in support of Kinnelon and Earth Day to acknowledge the efforts of Kinnelon's graduating seniors.
Seashore Gardens 5K,4/19/2020,Atlantic City,New Jersey,running,5km,https://runsignup.com/Race/NJ/AtlanticCity/SeashoreGardens5KRunHealthWalk,dangios@seashoregardens.org,"The 10th Annual Seashore Gardens 5K Run, Health Walk & 7k Run will take place Sunday, April 19, 2020 on the Boardwalk at Tropicana Casino & Resort in Atlantic City. The race starts at 9:00 AM, with day of registration starting at 7:15 AM. Net proceeds from this event will benefit the Alzheimer's/dementia services of Seashore Gardens Living Center, an independent nonprofit Home for the Aged. Run for a Reason! Run or walk in costume during the race! Prizes will be awarded for Best Individual, Best Family or Group, and Best Children’s Costume. *Costumes not required, but we hear they make you run faster."
Seashore Gardens 7K,4/19/2020,Atlantic City,New Jersey,running,7km,https://runsignup.com/Race/NJ/AtlanticCity/SeashoreGardens5KRunHealthWalk,dangios@seashoregardens.org,"The 10th Annual Seashore Gardens 5K Run, Health Walk & 7k Run will take place Sunday, April 19, 2020 on the Boardwalk at Tropicana Casino & Resort in Atlantic City. The race starts at 9:00 AM, with day of registration starting at 7:15 AM. Net proceeds from this event will benefit the Alzheimer's/dementia services of Seashore Gardens Living Center, an independent nonprofit Home for the Aged. Run for a Reason! Run or walk in costume during the race! Prizes will be awarded for Best Individual, Best Family or Group, and Best Children’s Costume. *Costumes not required, but we hear they make you run faster."
Taco Trot,4/19/2020,Succasunna,New Jersey,running,5km,https://runsignup.com/Race/NJ/Succasunna/TacoTrot,,"Love tacos? Hate cancer? Welcome to the Riviera Maya Taco Trot! The Taco Trot 5K will take place at Horseshoe Lake in Roxbury, NJ on Sunday April 19th and will consist of a flat 5K course that will be chip timed. Walkers and runners of all abilities welcome! After your run, you will enjoy complementary tacos courtesy of Riviera Maya. Runners receive a finisher's medal and t-shirt. Walkers welcome! Event will be held rain or shine!"
Unite Half Marathon at Rutgers - 8K,4/19/2020,New Brunswick,New Jersey,running,8km,https://www.active.com/piscataway-nj/running/distance-running-races/rutgers-unite-half-marathon-and-8k-2020,,"The Rutgers UNITE Half Marathon is New Jersey's premier spring half marathon. Ever been to a college football game? The spirit and enthusiasm is contagious. The Rutgers UNITE Half Marathon embodies this feeling from the Scarlet Knight mascot kicking off the race to the thousands of fans lining the finish down College Avenue. Join us this Spring and be a part of this incredible experience, RAH!"
Unite Half Marathon at Rutgers,4/19/2020,New Brunswick,New Jersey,running,13.1mi,https://www.active.com/piscataway-nj/running/distance-running-races/rutgers-unite-half-marathon-and-8k-2020,,"The Rutgers UNITE Half Marathon is New Jersey's premier spring half marathon. Ever been to a college football game? The spirit and enthusiasm is contagious. The Rutgers UNITE Half Marathon embodies this feeling from the Scarlet Knight mascot kicking off the race to the thousands of fans lining the finish down College Avenue. Join us this Spring and be a part of this incredible experience, RAH!"
Take Me Out to the 5K,4/24/2020,Lakewood,New Jersey,running,5km,https://runsignup.com/Race/NJ/Lakewood/TakeMeOuttothe5K,,"Mother Runner Events, 2nd Annual Take Me Out To The 5k is a family event for all. It allows individuals and families to conquer both physical and mental milestones all while supporting a prominent cause. The race will feature a Major League 5k timed run, Minor League 1 mile walk, and a 200 yard Rookie Run for the kids. All race options will take place on the stadium property with a finishers zone on the field. Runners will receive a complimentary t-shirt and the “rookies” a commemorative item. Upon completion of their events, runners are invited to spend the evening at the stadium. Food and alcohol concessions will be open for purchase. In addition, kids will enjoy complimentary access to the kids corner, including a bounce house area, boardwalk games, face painting, a visit with Buster, the stadium mascot, and more! Best of all runners registration will be supporting a local non-profit. Brave Beginnings Inc., a leading play-based therapy outreach program, serving toddlers diagnosed with Autism, Downs Syndrome, Cerebral Palsy,speech apraxia, behavioral concerns and other developmental delays in Monmouth County. Take Me Out to the 5K will help fund the volunteer based non-profit, providing more resources to children in need."
Take Me Out to the 5K - 1mi,4/24/2020,Lakewood,New Jersey,running,1mi,https://runsignup.com/Race/NJ/Lakewood/TakeMeOuttothe5K,,"Mother Runner Events, 2nd Annual Take Me Out To The 5k is a family event for all. It allows individuals and families to conquer both physical and mental milestones all while supporting a prominent cause. The race will feature a Major League 5k timed run, Minor League 1 mile walk, and a 200 yard Rookie Run for the kids. All race options will take place on the stadium property with a finishers zone on the field. Runners will receive a complimentary t-shirt and the “rookies” a commemorative item. Upon completion of their events, runners are invited to spend the evening at the stadium. Food and alcohol concessions will be open for purchase. In addition, kids will enjoy complimentary access to the kids corner, including a bounce house area, boardwalk games, face painting, a visit with Buster, the stadium mascot, and more! Best of all runners registration will be supporting a local non-profit. Brave Beginnings Inc., a leading play-based therapy outreach program, serving toddlers diagnosed with Autism, Downs Syndrome, Cerebral Palsy,speech apraxia, behavioral concerns and other developmental delays in Monmouth County. Take Me Out to the 5K will help fund the volunteer based non-profit, providing more resources to children in need."
Take Me Out to the 5K - 200m,4/24/2020,Lakewood,New Jersey,running,200m,https://runsignup.com/Race/NJ/Lakewood/TakeMeOuttothe5K,,"Mother Runner Events, 2nd Annual Take Me Out To The 5k is a family event for all. It allows individuals and families to conquer both physical and mental milestones all while supporting a prominent cause. The race will feature a Major League 5k timed run, Minor League 1 mile walk, and a 200 yard Rookie Run for the kids. All race options will take place on the stadium property with a finishers zone on the field. Runners will receive a complimentary t-shirt and the “rookies” a commemorative item. Upon completion of their events, runners are invited to spend the evening at the stadium. Food and alcohol concessions will be open for purchase. In addition, kids will enjoy complimentary access to the kids corner, including a bounce house area, boardwalk games, face painting, a visit with Buster, the stadium mascot, and more! Best of all runners registration will be supporting a local non-profit. Brave Beginnings Inc., a leading play-based therapy outreach program, serving toddlers diagnosed with Autism, Downs Syndrome, Cerebral Palsy,speech apraxia, behavioral concerns and other developmental delays in Monmouth County. Take Me Out to the 5K will help fund the volunteer based non-profit, providing more resources to children in need."
April Fools Half Marathon - 11K,4/25/2020,Atlantic City,New Jersey,running,11km,https://runsignup.com/Race/NJ/AtlanticCity/AprilFoolsHalfMarathon,,"The April Fools themed event offers the best finisher medals, free photos, free beer and a post-race party at Jimmy Buffet's Margaritaville and LandShark Beach Bar along the Atlantic City Boardwalk & Ocean!"
April Fools Half Marathon - 7K,4/25/2020,Atlantic City,New Jersey,running,7km,https://runsignup.com/Race/NJ/AtlanticCity/AprilFoolsHalfMarathon,,"The April Fools themed event offers the best finisher medals, free photos, free beer and a post-race party at Jimmy Buffet's Margaritaville and LandShark Beach Bar along the Atlantic City Boardwalk & Ocean!"
April Fools Half Marathon - 1mi,4/25/2020,Atlantic City,New Jersey,running,1mi,https://runsignup.com/Race/NJ/AtlanticCity/AprilFoolsHalfMarathon,,"The April Fools themed event offers the best finisher medals, free photos, free beer and a post-race party at Jimmy Buffet's Margaritaville and LandShark Beach Bar along the Atlantic City Boardwalk & Ocean!"
Clinton Township Country Run,4/25/2020,Clinton Township,New Jersey,running,1mi,https://www.active.com/lebanon-nj/running/distance-running-races/clinton-township-country-run-2020,,"#JerseyStrong. We hope you will join us in celebrating our 18th year by participating in one of Clinton Township Country Run's three events and choosing a day out in the Country with us!  Whether you walk, jog, run or RACE, there is something for everyone.  Choose the 1 mile, 5k or 15k through beautiful Hunterdon County, New Jersey, and hang out for Clinton Township Community day with kids games, food trucks, free concerts and a beer garden!"
Clinton Township Country Run,4/25/2020,Clinton Township,New Jersey,running,5km,https://www.active.com/lebanon-nj/running/distance-running-races/clinton-township-country-run-2020,,"#JerseyStrong. We hope you will join us in celebrating our 18th year by participating in one of Clinton Township Country Run's three events and choosing a day out in the Country with us!  Whether you walk, jog, run or RACE, there is something for everyone.  Choose the 1 mile, 5k or 15k through beautiful Hunterdon County, New Jersey, and hang out for Clinton Township Community day with kids games, food trucks, free concerts and a beer garden!"
Clinton Township Country Run,4/25/2020,Clinton Township,New Jersey,running,15km,https://www.active.com/lebanon-nj/running/distance-running-races/clinton-township-country-run-2020,,"#JerseyStrong. We hope you will join us in celebrating our 18th year by participating in one of Clinton Township Country Run's three events and choosing a day out in the Country with us!  Whether you walk, jog, run or RACE, there is something for everyone.  Choose the 1 mile, 5k or 15k through beautiful Hunterdon County, New Jersey, and hang out for Clinton Township Community day with kids games, food trucks, free concerts and a beer garden!"
Delaware and Raritan Canal parkrun,4/25/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Grateful Hearts 5K,4/25/2020,Delanco,New Jersey,running,5km,https://runsignup.com/Race/NJ/Delanco/GratefulHeart5kraceandwalk,,"Run with a Grateful Heart! 1st Annual 5K Fun Run/Walk Support Youth Horticulture Scholarships, and join us in helping the youth understand where food comes from, how to grow nutrient based foods, and establish food gardens in their own community. "
New Jersey Marathon - 5K,4/25/2020,Long Branch,New Jersey,running,5km,https://runsignup.com/Race/NJ/LongBranch/NJMarathon,,"Run in the shadows of the shore's iconic music joints, retrace the footsteps of Springsteen, and cruise past the endless beach towns of Oceanport, Monmouth Beach, Long Branch, Loch Arbour, Deal, Allenhurst, Asbury Park, and Ocean Grove.  Celebrate your achievement at our post-race finish festival with entertainment, a complimentary beverage (for runners 21+), and endless ocean views."
